review,sentiment
"鍋燒意麵小60/大75
小份分量偏少，但適合食量不大的女生或是想要嘗鮮的人。

保安路上排隊名店，建議可以在非用餐時段或是剛營業時間來，避免要等待太久，位在繁忙壅擠的美食重區保安路上(斜對面就是豬心米粉)，排隊時要小心路旁的車子，店家空間不大並且採開放式空間，夏天去吃的話要小心會太熱。

與一般熟悉加沙茶的鍋燒意麵不同，湯頭屬於偏甜的口感，第一次吃會不太習慣，但是吃久會喜歡上清甜回甘的口感，加上酥炸過的魚塊，原本爽脆的外皮浸滿湯頭的清甜，變成較為軟爛的口感很值得一試(只是裡面的魚肉越來越小塊)，如果吃不夠也可以再加點魚塊，並且可以沾取些許店家提供的辣椒醬，可以變換不同的口感。",positive
♦蛋要全熟，需事先講，我都直接寫在菜單上♦很喜歡吃鍋燒雞絲，雞絲麵比一般外面的粗一些些，湯好喝(但是喝太多，口 會很乾...不知道為什麼會這樣)，我每次都會續湯(喝好飽ㄡ)。♠我有過敏體質，她的炸物是魚片，從早賣到晚都放在室溫下，所以 晚上去吃，只好忍痛跟店家說我不要炸物QQ♠，所以 我都盡量白天去吃(我住附近)，，，，♥如果你們只是兩個人，只想吃吃看口味，可以點大碗，不要一個人點一碗，點大碗 說要混麵（雞絲+意麵）（意麵+烏龍）（烏龍+雞絲）這樣才65元又可以試到兩種麵/又省錢ㄛ！！(大碗漲75$）照片區我有示範該怎麼點（混麵）,positive
台南最愛的美食之一，鍋燒意麵就是要吃硬的才好吃👍🏻 …,positive
"超級好吃！湯頭味道非常完美🤍
會想再回訪的一間店🫶🏻🫶🏻🫶🏻",positive
炸料好吃、湯頭很香！吃得到蛋包很開心～～,positive
湯頭清甜不油膩 炸魚塊跟意麵完美組合 麵條偏硬 好吃,positive
"雖然是平日中午但現場用餐人數還少不容小覷 老闆服務態度佳 狠用心幫我們喬位置 這邊就是吃鍋燒意麵很讚 意麵是細的那種 口感不錯軟硬適中 湯頭有點甜甜的味道 會讓人想要把整晚喝完 很道地的台南味 推薦可以加料 吃不出來是什麼但是很好吃（應該是炸魚不確定）就算是炸的泡湯軟軟的也是不影響 以女生來說小碗份量剛好
整體來說非常的不錯 但是缺點是位置有點少又坐在很路邊 吃完就要馬上離開不太有機會可以小休息一下 比較沒有用餐體驗 但整體還是很不錯的
現場有廁所非常之貼心",positive
"看到人潮有嚇到，平日人氣依然不減
需要有足夠的耐心等候！
湯頭真的是超過份的甜，喝下去的第一口整個衝擊味蕾，超回甘，是會想吃到見底不會留一點湯汁的超強鍋燒意麵。
裡面沒有火鍋料，有蔬菜和特別的魚肉，而且蛋是不熟的個人很喜歡💗
醬料有多選擇，個人喜歡加辣油和辣粉，神仙組合，是會想念的味道。",positive
人擠人的在等吃過燒麵，份量十足，湯頭順口，意麵煮的恰到好處。我有點愛上台南的意麵了。,positive
"來台南必吃的意麵！
湯頭真的沒在一個地方喝過那麼好喝的
有看到位子就坐 再向店員點餐
建議可以兩人一碗才可以繼續吃台南其他美食～",positive
"湯很甜 辣粉跟辣油也很甜
有機會可以點無糖（不是無法再加糖的那種無糖）",positive
"今天要來發我頗愛的庫存
📍醇涎坊鍋燒意麵
從午休前的時刻
外帶內用的人潮絲毫不減
不過內用點餐約莫10分鐘
熱騰騰的鍋燒即上桌
出餐速度真的超快
所以就算排隊也要一定要來等一下下

鍋燒意麵
滾燙的湯配上金黃色的意麵
有滿滿的炸料
每一種味道都很特別
如果喜歡可以加炸料
或是點大碗的絕對可以讓你們吃到滿意！
而且這個湯熱熱吃 真的超讚的～～～～
另外辣椒油必備
就豪爽的加下去（如果能吃辣的話啦
因為這個辣真的蠻香的～",positive
"來台南二訪  假日會等候一下
點了鍋燒烏龍麵  老闆說烏龍麵會煮比較久一點
湯頭偏甜  非當地人可能會有點不習慣
每個人口味不太一樣～
不用整體還是很好吃👍🏻👍🏻",positive
湯頭是一大亮點，濃厚的柴魚味，加上辣粉，真是意外的絕搭，傳統的台南鍋燒，都會有炸魚跟魚板，可惜炸魚都有點小片又乾，不然整碗吃起來真是台南味十足。,positive
"不油膩的意麵太令人印象深刻
清爽湯頭讓胃醒來了！",positive
"2022 10 差旅 早上10點

點了一碗小碗+料+紅茶
費用60/30/20
湯型鍋燒意麵、料是炸魚片，紅茶單純緩解貓舌之用
麵來了之後有加辣（店家有單賣辣椒）
湯頭醇香有韻不膩，口味帶甜（台南啦）
麵及料泡了湯頭後多了一味，算軟綿口感

平日人潮算還好 假日建議11點前來吃 不然你會加入排隊的行列",positive
雖然需要排一段時間，不過鍋燒意麵好吃！阿姨們態度也不會不好👍,positive
"便宜好吃的鍋燒麵
人很多~~11點去內用就要排一下隊
湯頭微甜可以接受",positive
"我覺得有點名過其實欸！

鍋燒意麵裡面的料只有兩塊炸魚？然後麵皮超厚、魚超薄！！！？湯雖然沒有台南甜，但也沒任何海鮮甜，覺得普通。
🔺位子偏少，人多時要排一下隊 …",negative
"每次下午去都一定要排隊，建議早上去吃人不多可以慢慢的享受鍋燒意麵👍👍
他的湯頭真的讚～非常的鮮甜🥰
點餐時一定要加料！！吃起來才爽快
這裡沒有低消喔～是美食馬拉松的好選擇",positive
好吃很台南味，而且老闆人很好原本想說有位子坐他說那邊會曬到太陽請我們再等一下 👍🏻👍🏻👍🏻 …,positive
"在地台南口味的鍋燒意麵，湯頭很鮮甜
店面小小間，遇到用餐時間可能需要排隊等候

湯裡面居然是炸魚肉，乍看以為是魚酥或甜不辣！
魚肉很小很薄，在麵皮衣裡，麵皮泡軟我個人是蠻喜歡的，但裡面魚肉吃起來不太好吃就是了。",positive
身為台南人，但我可能也不會推薦這間給朋友，雖然味道不錯，價格也合理，但是湯頭有點甜，重點是不管去過幾次，他們的人還是很沒有給人尊重和禮貌的感覺，感受很差。老實說會推薦也有一樣CP值鍋燒店給朋友。,negative
湯頭偏鮮甜口味，不是沙茶味的那一種。料不多，炸料是魚肉，不難吃也沒有到好吃。整體來說算好吃但也沒有好吃到需要大排長龍的地步。,positive
"造訪前還很怕湯頭會不會過甜
結果超好喝
喝到見底
喝到痛風",positive
湯頭清甜，麵條Q甜，小碗$60，裡面有兩塊炸魚肉、一顆蛋包和一片魚板，很划算,positive
"週日中午就開始排隊，但也很快入座，位置很小但很乾淨。

當天內用因為不小心劃到被勾外帶的單子，所以才遲遲沒來，跟老闆反應後馬上幫我們重新端上來，處理超快的，謝謝老闆。

湯頭喝得到清甜的柴魚香，整碗麵很簡單，但吃起來就是很踏實很滿足。建議可以兩人分食一碗小的剛剛好，如果還要跑其他點的話。",positive
"每次來台南玩都必吃的鍋燒意麵
吃過一次之後就覺得很驚豔
湯頭濃郁又帶有甜味
卻一點也不違和
麵體也煮得恰到好處
不像一般的鍋燒意麵都會煮到太軟爛
自從到台中工作以後就再也沒有吃過這個口味的鍋燒意麵了（台中都是沙茶口味）
以後一定還要再來吃！",positive
"湯頭甜鹹鮮甜，份量夠，炸物浸在湯汁裡也不會不好吃，雖然人很多位置很擠要共桌，但就是這樣翻桌率才夠快，不過很多人都是兩個人吃一碗覺得店家應該要限制一下，這樣才不會候位時間拉長。
雖然人很多但店家態度還是很友善脾氣很好，這點蠻厲害的👍",positive
是好吃的，但沒有神到這麼誇張,positive
"湯頭屬於柴魚清湯，口味偏甜，裡面有幾塊炸魚肉片、甜不辣料、蛋和高麗菜。
份量不算大，食量大的人應該要加麵。
炸料的部分就是魚片，吃過覺得不用另外加點，太多反而有點膩。",positive
"相當推薦的一家店！
幾乎可以說是最好吃的鍋燒意麵

人多的時候真的要等一陣子
內用的話 需要自己找位子後
才在單子上填上桌號去結帳
坐在外面可能會被一群人圍著 吃飯會稍微有點壓力😂
（感覺一天可以翻超多次桌）

湯頭相當鮮甜
價格又很平價（小碗才$55, 大碗$65）
滷味我也相當推薦！
還有飲料可點（紅茶、檸檬汁、咖啡牛奶、鮮奶茶）
很容易可以吃飽

有來台南想吃鍋燒意麵的
這家我覺得是首選！",positive
"台南小吃中以鍋燒意麵最為淵遠流長，其中歷史的脈絡說來有趣；稱之為意麵的說法有其二，第一是因為不參水份下去和麵改用雞蛋取代，所以麵糰甚硬在搓揉的的時候發出噫的呻吟、另一個說法則是麵條因為加入雞蛋而成鵝黃色的如意色故名意麵。

一般人都覺得第二種說法比較文雅，所以大多是這麼解釋；然而意麵這項美味並不是台南原生土長的美食，他其實脫胎於兩廣「伊府麵」，跟北京炸醬麵、武漢熱乾麵、四川擔擔麵、山西刀削麵，同稱五大名麵。

然而台南最正統的鍋燒意麵做法裡面並不加火鍋料，而是炸白身魚、炸竹輪、炸魚板等新鮮的天婦羅食材；既然是被我稱之為脫胎於中國名麵，他自然跟伊府麵有所不同。

在日治時代時經歷了日本文化的洗禮，脫胎後趨於泡麵的前身；淡雅的日式高湯取代濃郁的大骨湯，配料也偏向日式的口味。

醇延坊的湯頭清甜淡雅，配料新鮮但每日限量製作；所以我今天去的時候想加料也沒的加，只能吃到最原始的版本。

不過這樣也很好，簡簡單單素淡高雅；即使不能額外加料也無損他的美味，湯頭甘醇香甜讓人欲罷不能。

麵條吸附了淡雅的湯汁之後蛋香更顯撲鼻，略韌的口感應證了我說的不參水只加雞蛋的手工製作方法，而炸過之後的麵體更能吸附湯汁。

這樣多方增色下造就了一碗出了府城就不對味的鍋燒意麵，也難怪許多人覺得台南是不是有一條自己的高湯水道；水龍頭一轉開就是鍋燒意麵的高湯，不然為什麼在外縣市吃到的就是不一樣。

哈",positive
"‼️「腸胃炎體驗」‼️
身為在地台南人
偶爾還是想品嚐觀光客美食
離上次造訪時間約為一年

在2023/2/11 早上8點半用餐
吃完回家後，竟然腸胃炎！！！上吐下瀉、全身冒汗，痛不欲生！
同行者也是一樣症狀，代表不是個案
吃鍋燒意麵前後，完全沒有吃其他東西，所以更確定問題出自於何處！
看了一些低星評論，也有人討論到衛生及食材不新鮮，希望店家能多注意‼️
不然我下次再去就是想再即時減肥的時候了",negative
"這家店CP值真的滿高，在缺蛋潮時刻，麵裡面還有一顆半熟蛋、黑輪什麼的…很讚。老闆的服務也很和善有禮貌，不會讓人感覺在趕客人。
與不同人併桌也是沒辦法，銅板小吃，翻桌率要高一點。",positive
"據說是非常有台南特色的一家店
人滿為患，在路邊的店有個位數的位子會被太陽直射非常曬
份量給滿多的，辣椒很讚
吃習慣台北食物不習慣這個口味，湯極甜，又都是火鍋料，意麵是炸的",negative
"Cp 值超高的鍋燒意麵
平民美食類型
湯頭鮮甜 不是味精味的那種！",positive
完全不推，沒吃過這麼雷的鍋燒意麵，吃完不知道排隊到底排什麼意思的？？湯超甜（不是天然熬湯的甜）然後整碗超油，吃完回家拉了兩次肚子😑,negative
我覺得吃過這家的鍋燒麵，不容易再接受別家的口味了，回到台北都好想念。,positive
不愧是台南最強鍋燒有肉塊的，鍋氣十足，香啊，另外古早味紅茶也好喝👍,positive
"台南早午餐必訪，只是遇上假日人多，內用需等候30分鐘到1小時左右，建議如果有趕行程或不想久候的，可以外帶到附近公園享用！
餐點部分很強！烏龍麵很Q彈，湯頭平實，建議加料（多了幾片魚酥，好吃），價位實在，而且店家有做湯、麵分開裝很貼心！",positive
湯很鮮 炸魚很好吃！ 麵ㄉ軟硬適中,positive
"鍋燒烏龍小份外帶$60，附紙碗+$3

初次光顧，店家服務態度好，在現場等候大概10-15分鐘就可以拿到餐點~

湯頭非常鮮甜，到後面很容易感到膩甜，可能要像前面的評論說需要加辣，烏龍麵Q彈順口，將其和湯頭的味道交融，是很少鍋燒店家能做到的。只是因為魚片口感偏乾，顯得整體感不足~偏可惜的。而以小份來說，給的蠻大方~

因為這間人潮很多，想嚐鮮建議錯開高峰時段後再內用或外帶。店前不好停車，有開車或騎車的朋友建議把車停在附近的停車場，比較安全~",positive
"在我心中這家是台南各類排行no.1
很香很甜的湯頭
配上一口接著一口的意麵
超級好吃現在客人也很多
唯一的缺點是他沒有冷氣
喝湯的同時夏天可能會有點熱
但不足以抵擋他的美味啦～～～",positive
"湯頭偏甜，不是自己喜歡的口味
但意麵及炸肉是好吃的",positive
"湯頭普通偏甜，沒有柴魚也沒有豚骨也沒海鮮風味，認真比我家巷口的還普通
生意好到不行有欠這個碗？，外帶詢問是否有碗，卻說要購買？
環保意識抬頭嗎？卻提供我塑膠袋？要不筷子湯匙都收費也不錯。",negative
走過路過不要錯過，只要有位子都值得坐下一吃，個人建議吃法：一定要加炸物，這樣才有區別度，然後吃到一半，可以去調味區加“薑泥”，風味會煥然一新，饕友請試試^^（不是要挑戰鍋燒意麵的原味，而是這家的妙處，值得吃出異於傳統之妙）,positive
"台南才有的好味道不用多說
Ps.除了鍋燒意麵之外 咖啡牛奶也很讓人驚豔😍超香的！",positive
"身為一個北漂的台南人 不敢說味覺是不是被帶偏了
但這個湯….甜度太超標 喝起來其實不是很能接受
只能留兩星

另外他招牌拆掉了 跟杏仁豆腐共用一個空間 第一次會找的有點辛苦",negative
超好吃，不解釋。排隊也值得。,positive
"〈鍋燒意麵(大)$65 / 4.5★〉
(加點炸料$25 / 2★)
沒有沙茶的湯頭喝起來清甜，配料有小白菜、麵麩、魚板、雞蛋，魚板的味道與口感還不錯，一般的魚板常常無滋無味。原本是因為吃過李媽媽之後，想試試看其他家有天婦羅炸料的鍋燒麵而來，但是炸肉(魚？)片不好吃，薄薄一片幾乎都是麵粉又炸的太乾癟了，沒口感也沒肉味，其實單吃鍋燒就好，嗜辣的可以加點辣油。
時間：2021/4/3",positive
很早開店，當早餐吃也不錯。,positive
推薦點用烏龍麵，湯頭很好，除了意麵，烏龍麵外 也可以點用米粉也很不錯。無論您點用那一種，湯頭都是一樣只是配用主食不同，點用米粉與烏龍麵湯頭比較不油膩。,positive
"點小份的鍋燒意麵
湯頭是鮮甜的 不會很油膩
不同其他家 他很少火鍋料
反而是用炸魚片替代
剛好不喜歡吃魚😅
麵不會很軟爛
客人蠻多的 但上菜超快速
不用等很久",positive
外帶回家發現很多蟲，太可怕了，菜要洗啊!!!!!,negative
每次去台南必買回家自己煮，一定要加辣椒粉！回家煮的味道跟在現場吃一摸一樣。不想排隊等待很推薦外帶未煮回家。,positive
疫情開始，幾年沒吃了，依然是我心中台南最喜歡的鍋燒意麵，唯一缺點座位真的不多,positive
"這家鍋燒意麵是目前在台南吃過
最喜歡的一家店👍👍
湯頭很鮮甜，味道非常特別，
是在別的地方都沒有吃到過的！
配料也很多，炸料很好吃
搭配意麵堪稱絕配～每次來台南一定要來吃
雖然常常都要排隊😂",positive
"柴魚風味的湯底
口味偏甜～是台南的味道🥰 …",positive
"柴魚味湯頭喝起來格外清甜
意麵好吃不硬，女生一個人點小碗就很飽
配料有小白菜、麵麩、魚板和雞蛋
內用可直接找位置坐後畫單
環境屬半開放式夏天吃會汗流浹背",positive
"湯鮮甜鍋燒麵吸湯半脆的口感真的有夠讚,但我沒有很喜歡炸魚片的味道但不影響還是願意五星！",positive
"湯頭帶有台南必備且獨特的甜味，但是不會甜到讓人討厭，可以加入適量的辣椒粉中和甜味，會有令人驚喜的合適感
可以+30元多一份炸料，非常值得加下去！
炸料會吸收湯頭的甜味，非常好吃
一碗意麵的份量不算多，如果是想要多吃幾種台南美食的可以點小碗的，如果想吃飽一定要點大碗的才會有飽足感",positive
"點了大碗鍋燒意麵2個女生分享著吃
感覺還是吃不夠因為好好吃🤤
湯頭好鮮甜加點辣椒粉更好吃好驚艷
會想再去吃的味道🤤🤤🤤",positive
是我小時候阿嬤煮的味道 讓我回憶起小時候 柴魚湯底+炸魚片 台南粉古早味的鍋燒意麵 店家客人非常多 需要靠運氣或是避開吃飯時段,positive
"不想連假人擠人，特地起個大早六點就去點了碗小碗的意麵當早餐，湯頭很好喝，雖然太清甜了覺得應該是粉調的，但還是讓人忍不住一口一口把湯都喝光，最喜歡的部份是剛上桌時麵條還未泡軟有咬感，對於喜歡硬一點的麵條的我來說太完美了。

少了人潮多了悠閒，聽著店裡姐姐阿姨們的玩笑話，加上四月初涼爽的天氣，一切都剛剛好。",positive
"座位少且擁擠環境普通有點髒
完全不值得排隊吃",negative
"老闆好會招呼客人喔
—————————
上週日中午過去用餐，現場無人排隊也沒人招呼，且現場很多空位，看一下店內告示寫著「內用、外帶請填單」，所以便拿菜單直接入座。

劃好單之後要請老闆結帳，結果他大手一揮說：「你們好像不是我帶位的捏」之後就把我們晾在那邊，完全不予理會。真的很會做生意👏👏👏

如果你們有自己的規矩，建議白紙黑字寫清楚貼一個立牌告示：先排隊，等帶位，再填單。 因為你們的告示只說：「內用、外帶請填單」

再說一次，老闆好會招呼客人喔",negative
"雖然是偏油的麵，但其實是非常舒服的湯頭
台南人肯定吃的很開心，台北人就不一定畢竟湯底甜，意麵炸料較油。
但是搭在一起是真的非常好吃的",positive
鍋燒意麵好吃！重點是店內滿滿人潮老闆態度還是超級好，兩個人只點了一碗還貼心的問需不需要小碗👍👍👍 …,positive
意麵湯頭清甜，炸料特別好吃，必比登推薦，值得大家嚐嚐。,positive
"連假來大概等了40分鐘，以台南來說還可以接受。

湯頭味道相當不錯，意麵也相當入味，炸料建議加一下，體驗比較完整。

整體來說價格可接受，份量夠，也好吃，值得排隊吃吃看。",positive
"去台南三天兩夜中的餐點第！一！名！
湯頭喝起來很輕甜，味道不會過鹹，
蛋煮得半熟配麵非常的順口，
配料有一種炸魚肉，不會有什麼腥味，
整體吃起來很有口感，非常驚艷🤤",positive
非常喜歡他的湯底跟其他家完全不一樣，好像是著魔會一直想著要吃它，再搭配薑末，超級棒湯頭完全不一樣🥹心目中最完美的鍋燒意麵沒有其他,positive
"炸魚是冷的有腥味，跟服務人員反應後她說是正常的？？
‼️炸物非現炸‼️
湯頭偏甜沒有層次，整碗料偏少，點了加料(+30)卻只比沒加料多兩小塊炸物。
台南有更多好吃的鍋燒意麵，這家衛生堪憂完全不值得吃。",negative
"湯底偏甜、麵條軟硬度適中
炸物的部份我覺得不需要再加點
可以留著肚子去吃別的小吃",positive
很好吃 很甜也很油 沒那麼油會給五星 可以理解為什麼評價比較兩極 可能用餐氛圍不是很完美加上比較油 炸物要30但cp值還好 炸物完全雞肋 不點好像怪怪的點了又會自我懷疑 不過大碗的份量很大碗 感覺很讚,positive
「請注意⚠️內有小強！！」店家環境堪慮，去電告知店家，表示再退一碗，已經沒胃口誰會想再吃一碗？店家完全沒有歉意，隨即掛電話。想用前往用餐的朋友請再想想，,negative
"好久沒有吃到這麼好吃的鍋燒意麵
終於知道朋友為什麼來台南都吃好幾次😯",positive
小的份量就蠻足的 味道也不錯 翻桌率很快的 不過還是要提早去排隊,positive
每次來台南必訪的店，好吃，快，內用區也不會太熱。 翻桌快，不會跟其他白癡地方一樣，排隊排到死,positive
排隊人潮比較多。大碗份量很適合兩人分食。湯底就是常見的柴魚粉高湯，有古早時期我家巷口麵店的味道。甜度OK。雖然人潮多，但是老闆很有耐心。路過可以進來吃一碗。,positive
"本以為甜甜的鍋燒意麵一定不合胃口，沒想到嚐了一口湯頭，又加點了一碗😂
配料很特別，湯頭濃郁，配上店家提供的辣醬，過癮！
價格也不會貴，非常平價，個人認為非常有特色。",positive
本身台南人也覺得湯頭過甜，對我來說是嚐鮮過就可以,positive
一直處在只聞其名，卻從來沒有吃過的我，當下吃到這碗麵，感動的想哭👍小時候記憶裡面的味道，湯頭好喝到捨不得留下一滴湯，麵條又Q又香不會因為泡著湯變成很爛的口感，店家也貼心提供外帶組合讓客人回家自己煮唷！ …,positive
"服務差!，守秩序排隊買不敢擋住通道等候，(原來外帶喊給她自己聽的聲音一次，就往旁掛)，等好久……要向前去問還被店員趕到旁去等待，結果，取餐時問怎麼這麼久，後來來內用的都出餐了?
店員竟說:誰叫妳一直站時，在跟人聊天，沒在聽叫號?
我一直戴著安全帽，一個人!!她是哪隻眼睛看到有人聊天?
點餐服務極差，在地人不會想再去。",negative
"沒有指引排隊  不知道哪裡等
莫名一個光頭男店員兇
說不是站在那邊排隊！是站在這邊！

後來立刻有人插隊
我們表示讓他們先沒關係
光頭店員語氣很不好的說
你們這樣我也不知道誰先來的我也沒辦法

想請問，
所以我應該跟插隊的人互相爭執是先來的才對嗎？
讓對方先讓你們方便還要被兇？

麵還沒到就被氣飽了👍
當個守秩序的客人真是對不起了",negative
"非常美味👍
湯頭偏甜，很好喝
雖然去的時候人很多，座位上可能會是四面八方都是不認識的人一起併桌，但不影響。",positive
口味還不錯價錢也算便宜，只是內用跟外帶沒什麼特別指示，如果第一次去可能會搞不清，店家可能因為人多有時候講話比較急但其實態度算不錯，假日去翻桌律也算快,positive
"在朋友的強烈推薦下前來，
作為一早的早餐享用，
只能說是滿分的餐點體驗。

個人最怕吃到整個泡糊的意麵，
而這家的意麵剛上桌的口感恰到好處，
我們一行人都點了加料版本，
炸料泡在湯裡面雖然麵衣都濕掉了，
但是炸料本身的香氣跟味道卻非常棒。

是很不錯的早餐選擇。",positive
"好吃 但每逢假日連假一堆外地狗觀光客要排很久🥲 嚴重影響本地人的生活,可以還給我乾淨安靜的台南嗎^^ 外地仔 請離開老子生活快40年有資格這樣講",positive
"如果內用可能會坐在路邊的位置比較擁擠一些！
鍋燒意麵的湯很棒，湯頭很甜！是沒在其他地方喝過的！炸魚雖然薄薄的但也很好吃！
如果外帶會把湯麵分開放，只是紙碗要再另外加購！",positive
算是我吃過數一數二的鍋燒意麵，也算是有顛覆我對意麵的印象，湯頭也很不錯，蠻適合早餐來吃一碗麵的。,positive
第一次去剛好吃太飽、第二次去人太多、第三次去已售完(約八點)，第四次終於吃到，覺得很好吃！下次想嘗試加辣粉,positive
鮮美的柴魚湯頭，意麵馬上吃是最棒的偏硬口感，加點辣椒粉配上半熟蛋。,positive
"湯頭很可以
不過阿姨可以不要我還沒吃完
就在旁邊急著要收碗嗎！
看到好幾桌都這樣被對待
超傻眼
你要翻桌率高你可以擴店也可以多擺幾張桌子",negative
"台南必吃意麵，看評價多隨意選了這間吃。
湯頭甜，有薑末可隨意加，兩塊炸魚肉，小碗55，可以7分飽，再來杯果汁完美❤️",positive
"有來台南必定會來這家吃吃上一大碗
意麵加細麵！叫店家把麵煮軟一點！
個人覺得更好吃！",positive
"湯頭真的超級棒的，沒喝過這麼好喝的
不過炸魚的部分就普通普通
可以不用加料",positive
"剛好遇到人較不多的時段，

麵依舊維持它的硬度不會過於軟爛，

湯頭偏甜，建議可以加辣調味。

最初最初的感覺真的沒有問題，

想說距離上次吃已經三年，

可以再給彼此一個機會，

就在吃完麵之後還來不及喝湯，

就被趕了！！

所以店家直接改成乾麵是不是快一點？

好不容易調整好湯的味道，

喝不到兩三口，

就以擦桌子整理的理由不斷收拾。

我們從坐下到離開不超過半小時，

這翻桌率也是很高了！",negative
"此生還沒有吃過這麼普通的鍋燒意麵，料少、湯頭又普通，連基本的蒜頭酥、蛋或小白菜都沒有。
咖啡牛奶濃郁好喝，是小時候咖啡糖的味道。",negative
"湯頭鮮甜，不愛吃鍋燒意麵的我，都覺得好吃。
非常值得排隊的平價美食。
但咖啡牛奶就不太好喝⋯",positive
價格不貴，鍋燒麵湯頭不錯，內料也還算多，只是要我排隊超過30分鐘，我會考慮吃其他家,positive
鍋燒意麵超級好吃！給228連假期間的老闆一個讚 管理秩序良好讓大家都可以快快吃到麵～～,positive
"人爆炸多！用餐時段真的要排一小段時間！
對於非台南人來說 確實蠻甜的
但是很好吃！！完全是古早味的味道！",positive
"超級好吃的鍋燒意麵，每次都要把湯喝光光😍
吃過這間之後以前覺得好吃的鍋燒全部被比下去🤣🤣
因為是路邊攤，內用蠻熱的，加上候位要等很久，還是建議外帶回家吃！",positive
好吃，不過小缺點是沒有沙茶,positive
位於保安路的知名鍋燒麵專賣店，假日排隊的人潮相當多，建議避開用餐時段再過來用餐比較合適，湯頭是清淡的，如果吃比較重口味的人可以加一點七味粉或是辣油，有經過附近可以來吃看看呦😊,positive
"每次來都想吃🤤
甜甜的吃到後面可以加辣粉 …",positive
"甜味的湯頭還蠻好喝的
配料跟麵就普普通通
經常要排隊一陣子",positive
朋友多年前來過，那時她覺得口味不錯，這次吃下來，除了失望還是失望，我們兩個吃不慣南部甜的北部人就算了，坐在對面的道地台南阿嬤直接吐槽不好吃🤣 …,negative
翻桌率高，看很多男生點大碗也吃不太完😆 …,positive
湯頭很好喝，早期配料是炸魚塊和火燒蝦，古早味的鍋燒意麵，令人回味再三，是熱門的鍋燒意麵專賣店。炸物的火燒蝦已經很久都沒看見了，店家似乎不再使用此食材，古早味的炸物從此少了一味。開放式店面，早餐就開始賣了，店內僅有電風扇可吹，停車最好是停到附近海安路上，再走路進來保安路。,positive
"聽說這間號稱百年老店的鍋燒麵店，
每次經過總是很多人啊~
身為不太愛等的我，
一直都擦身而過，
這次的造訪是美麗的巧合，
想吃的店沒開，剛好有位子，
立刻坐下來吃~~
點了小碗的鍋燒意麵，
額外加一份炸物，
所以我的這碗是有加料的喔~~
一般的份量並不會有這麼多料，
老實說料不多，
但是加點的炸物真不錯，
薄薄的魚片裹著薄薄的一層粉，
泡過高湯後，略軟炸物皮，
我個人是還蠻喜歡的，
飲料一般，
意麵沒有煮得太軟爛，
有點硬度，吃著才有口感，
半熟蛋很饞人。
.",positive
湯頭偏甜，但意麵很好吃！,positive
簡單好吃，食物看得出烹飪的用心！,positive
炸麵皮有油耗味，三人桌的位置硬要塞4人，我不知道好吃的點在哪裡？吃完覺得很雷,negative
"📍鍋燒意麵(小)$55
湯頭不錯喝起來甜甜的
料多又便宜 cp值很高
除了意麵之外店家也提供烏龍麵 冬粉 米粉多種選擇",positive
"推薦加料變得很豐盛，魚片很好吃而且沒有魚辛味，當然還有半熟蛋，湯頭非常好喝！
這是台南吃過最好吃的鍋燒意麵！",positive
"最愛的鍋燒意麵沒有之一，
吃就對了。",positive
"鍋燒意麵的意麵真的好吃
不會說泡久就變得軟爛
但是湯頭真的就是很台南口味啦！
滿甜的！",positive
清爽 好吃 很適合早上當早餐 醒醒酒,positive
內用到一半，直接換位置，原因要補飲料，感受非常差，差到爆，直接把你的碗移走，炸肉的炸物還酸酸的，我是臺南人絕對不再來吃這間，做生意太囂張了,negative
"意麵麵完全沒有煮好！
吃麵條超硬！根本就是為了應付客人吧？
大排長龍～超多客人也要把品質顧好吧？
而且超沒禮貌！！！！絕對不會再訪！！
剛把最後一口吃完，湯都還沒喝完，擤個鼻嚏！擦個嘴巴！東西立馬被收走！
然後還直接叫其他客人來我的位置坐！！！立馬趕走人！蠻傻眼的…………",negative
很好吃耶！湯頭甜甜的！喜歡,positive
"超好吃！！！！！！！
又很大碗 三人分食每人都可以吃到滿多的
湯頭也很鮮甜 推薦！",positive
"過年連假到訪，排隊等了15分鐘，入座後10-15分鐘麵送來
我只能說非常值得⋯
麵沒有泡到軟掉，還是保有一點口感，吸滿湯底的風味真的會讓人上癮
其餘的配料（青菜、炸魚等等）就是普通但又需要他們存在的角色
湯真的蠻甜！北部人有點吃不習慣，但還是覺得很好吃😍下次想自己吃一碗大的

座位很擠沒什麼空間，疫情期間跟別人面對面吃其實會有點害怕，但就去吃的人潮來看大家好像也沒在怕的～",positive
"🥢2022年4月30日第N訪

是自己台南心中的第一名鍋燒意麵，就算烈陽30度還是要吃上一碗！

湯很鮮，平常外食只要有味素立馬有感，但這家喝完湯都沒事！十分給推👍👍👍

一碗小碗的60元，裡面有一顆半熟蛋，大概三塊的炸料（個人覺得不用加錢加料，畢竟台南太多小吃得吃！）
請記得辣粉一定要加爆，整個把鍋燒意麵提升到另外一個檔次！整碗變紅色也不會變成那種讓人不舒服的辣～～大家請放心加！

IG搜尋： mouthwatering_su29",positive
"台南數一數二的鍋燒專賣店
除了意麵外還有烏龍冬粉等選擇
愛吃辣的絕對不要錯過招牌辣油
真的與鍋燒麵是天生絕配
但連假觀光客人潮爆多
想造訪的捧油需要三思",positive
